ID,ID da Roupa,Idade,Título,Texto da Avaliação,Avaliação,Indicação de Recomendação,Contagem de Feedbacks Positivos,Nome da Divisão,Nome do Departamento,Nome da Classe
80,1072,68,Vestido clássico elegante,"Normalmente sou petite 6, mas como esse vestido não veio em petite, experimentei o 4 e serviu. Eu tenho 5'1 ""-112 libras, então o vestido fica abaixo do joelho - vai ter uma bainha um pouco, não é tão opressor.

este vestido fica deslumbrante! uma ótima cor vibrante (tenho cabelo escuro) faz com que este vestido clássico e elegante pareça contemporâneo e estiloso. quando experimentei na loja, o vendedor e outras pessoas que o viram em mim ficaram entusiasmados e me disseram para pegá-lo! eu fiz e estou feliz.

pretendo usá-lo nesta primavera para minha filha",5,1,1,Geral,Vestidos,Vestidos
81,863,61,,Adorei esse topo. ótimo design. confortável e único. material macio,5,1,4,Geral Petite,Partes de Cima,Tricôs
82,1133,33,Parka linda!,"O restante dos revisores está certo sobre a cor ser retratada com precisão. Encomendei a cor laranja escuro e recebi mais uma jaqueta marrom cedro escuro. a estampa é ótima, adorei! é tão diferente de qualquer outra jaqueta que eu já vi. embora a jaqueta seja muito fofa, ela é um pouco volumosa (embora a gravata na cintura ajude com isso) e não é apropriada para um inverno pesado (não é à prova d'água ou muito isolada). para um dia normal de inverno, será uma opção divertida! o removível v",5,1,0,Geral,Jaquetas,Roupas Externas
83,822,68,Simplesmente adorável,"Comprei este top em uma loja de antropo na semana passada. a qualidade é maravilhosa e a cor azul esverdeada é única. a blusa tem uma linda camisola elástica que fica presa nos ombros, mas pode ser retirada com botões de pressão. Eu fico ótimo quando usado de duas maneiras diferentes. usei com o campole de fora, e ele aparece por baixo da blusa. também fica ótimo quando a camisola é usada. Meu único desejo é que ela venha em um tamanho pequeno, pois é um pouco grande nos ombros e no pescoço.",5,1,3,Geral,Partes de Cima,Blusas
84,861,37,Camiseta casual e exclusiva,"Recebi esta camisa no meu xs típico e cabe perfeitamente. não estou loucamente apaixonado por isso, mas também não desgosto. a camisa é do lado fino. preciso usar uma cami por baixo, não. minha preocupação são buracos. isso me lembra um material que pode desenvolver alguns buracos após algum desgaste e lavagens. com isso dito, vou lavar esta camisa em água fria e pendurá-la para secar, e espero que isso evite o desenvolvimento de buracos. o comprimento é bom e eu gosto das fendas na frente?",3,1,0,Geral Petite,Partes de Cima,Tricôs
85,866,58,,"Eu realmente esperava gostar disso, mas não ficou como está na modelo, pelo menos não em mim. a bainha da mordida de tubarão é muito mais pronunciada e mais solta. o da foto parece que foi fixado de volta. tenho 5'8 ""e geralmente uso um médio ou grande. Comprei um médio e havia muito mais material na metade inferior do que a foto mostra. Isso me fez parecer maior e não era lisonjeiro. O material tem uma trama bonita, mas é fino e delicado. Comprei o verde-oliva (azevinho) profundo e o azul. Cores",1,0,2,Geral Petite,Partes de Cima,Tricôs
86,850,39,Azul neutro,"Eu experimentei isso na seção de vendas e eles só tinham 2 (normalmente faço 0) e, surpreendentemente, esse tamanho era o adequado. está equipado, com espaço suficiente para comer :-)
o azul é um azul claro, quase neutro, com o bordado branco, achei que ficou estiloso, e resolvi manter. a parte do peplum bateu bem no lugar certo, sou baixinha (pequena) mas meu torso é de tamanho normal...",4,1,0,Geral Petite,Partes de Cima,Blusas
87,1081,39,Fiel ao tamanho para grande,"Debati sobre isso porque acho que fica solto no modelo, mas se fosse apertar fica bem mais favorecedor... experimentei no xs na loja (costumo fazer isso para decidir se preciso de petite ), e ficou enorme, quando apertamos as costas para ver se o xxs dava certo, era muito tecido, e mais solto não ficou tão bom em mim... mas eu gosto do vestido no geral, então ainda assim recomendo. e para quem gosta do visual mais soltinho, isso é ótimo. eu, no entanto, pediria eptite por 5'1,5 "". (115 libras, 03 dd che",4,1,9,Geral Petite,Vestidos,Vestidos
88,845,38,Enorme,"Peça muito fofa, mas é enorme. eu pedi um xxs petite e infelizmente era extremamente largo e nada lisonjeiro. retornando.",2,0,4,Geral Petite,Partes de Cima,Blusas
89,836,24,"Bonito, mas não para mim...","Comprei esse top online na cor laranja queimado e fiquei muito animado para comprá-lo. quando experimentei, o ajuste estava bom, mas faltava... alguma coisa. a parte de trás era um pouco longa demais, a frente um pouco curta demais e faltava o visual geral personalizado que eu procurava. lindo tecido e top, mas não para mim. eu queria algo mais por $ 150! comprei a túnica de veludo;)",4,1,3,Geral,Partes de Cima,Blusas
90,1078,51,Vestido doce e lisonjeiro,"Adoro vestidos fofos de verão e este, principalmente por ser feito de linho, é único. é muito bem feito e com um design bastante lisonjeiro. Tenho 1,70m e sou um pouco curvilíneo com busto de 38 c e tenho tamanho 10. cabe bem, embora seja difícil fechar o zíper porque o material não dá. o vestido perfeito para usar na Itália ou na França! agora só falta reservar meus ingressos!",4,1,0,Geral Petite,Vestidos,Vestidos
91,850,29,,"Esse top é muito mais bonito na vida real do que na modelo. o padrão e a textura são lindos e o peplum é surpreendentemente lisonjeiro. é definitivamente curto, mas acho que dá uma aparência moderna. o tecido não estica nada, mas ainda acho que cabe no tts. se você tem um peito muito grande, você pode querer aumentar um tamanho, mas caso contrário eu pediria seu tamanho normal.",5,1,5,Geral Petite,Partes de Cima,Blusas
92,861,23,,,5,1,0,Geral Petite,Partes de Cima,Tricôs
93,1081,31,,,5,1,0,Geral,Vestidos,Vestidos
94,850,23,"Lindamente feito, mas não versátil","Essa camisa me chamou a atenção por ser linda. adoro a forma, o design e a cor. é perfeito para a primavera e o verão com calças brancas. infelizmente, não vejo nenhuma possibilidade de esta camisa ser usada de outra forma. até agora, não funciona com nenhum dos meus jeans, saias ou shorts. costumo preferir peças com mais versatilidade para looks, então ainda estou em dúvida se vou mantê-las ou não. tirando isso, é sério, é uma camisa de ótima qualidade com um lindo",4,1,3,Geral Petite,Partes de Cima,Blusas
95,863,83,Elegância casual!,"Comprei este top online e quando o recebi fiquei muito satisfeito.
tem um corte elegante e ainda assim é um tecido casual.
adoro que as mangas fiquem mais longas......anúncios para o visual geral.
também adorei o decote em V.........aumenta a sensação do estilo geral.
com vários colares este top tem opções ilimitadas!
a cor indica musgo... que geralmente considero marrom esverdeado... achei que era mais cinza.
gostaria que tivesse tons verdes, mas ainda assim é uma combinação fantástica",5,1,14,Geral,Partes de Cima,Tricôs
96,845,44,,"Normalmente uso uma média e comprei uma pequena. cabia bem, mas não tinha forma e não era lisonjeiro. adoro vestidos e tops de bonecas, mas esta era uma tenda. minha filha me viu experimentar e disse ""isso é um pedaço de toalha de mesa"". está voltando.",1,0,0,Geral Petite,Partes de Cima,Blusas
97,861,44,Enorme,"Fiquei muito animado para encomendar este top em xs vermelhos. tão fofo, mas era enorme, sem forma e com suporte fino! teve que voltar. eu deveria ter visto outros comentários.",1,0,0,Geral Petite,Partes de Cima,Tricôs
98,1133,50,,,5,1,0,Geral,Jaquetas,Roupas Externas
99,861,33,Pernette Henley,"Estou precisando de tops fáceis e confortáveis ​​para uso diário. comprei este top principalmente por causa dos botões fofos. quando o recebi, parecia exatamente como na foto online, porém, os botões continuavam escorregando para fora de suas casas porque os buracos eram um pouco grandes demais. a camisa servia, mas ficava um pouco confortável perto dos braços, que esticavam e relaxavam ao longo do dia. é definitivamente uma camisa confortável, mas parecia mais uma blusa de pijama. está voltando.",3,0,17,Geral Petite,Partes de Cima,Tricôs
